"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"3733",7103,"Paraiso sombrilla","01/06/2011 11:31","Medio (4 - 8 mts)",40,"Mediano",-68.861762799,-32.8969483051,5,"Residencial Sur",2423808.92355,1
"3734",7105,"Fresno europeo","01/06/2011 11:14","Medio (4 - 8 mts)",40,"Mediano",-68.8610891804,-32.8969495233,5,"Residencial Sur",2423808.92355,0
"3735",7107,"Morera","01/06/2011 10:23","Medio (4 - 8 mts)",100,"Grande",-68.8610494721,-32.8979372102,5,"Residencial Sur",2423808.92355,0
"3736",7109,"Paraiso","31/05/2011 12:08","Medio (4 - 8 mts)",140,"Grande",-68.861208432,-32.898020042,5,"Residencial Sur",2423808.92355,0
"3737",7110,"Morera","31/05/2011 12:06","Alto (> 8 mts)",70,"Grande",-68.8612580814,-32.8980198266,5,"Residencial Sur",2423808.92355,0
"3738",7112,"Fresno europeo","31/05/2011 11:10","Medio (4 - 8 mts)",38,"Mediano",-68.8619840316,-32.8970824848,5,"Residencial Sur",2423808.92355,0
"3739",7113,"Ailanthus","30/05/2011 11:03","Alto (> 8 mts)",120,"Grande",-68.8627279534,-32.8974790702,5,"Residencial Sur",2423808.92355,0
"3740",7121,"Caducifolio","31/05/2011 10:16","Muy bajo (1 - 2 mts)",12,"Chico",-68.8632003985,-32.8970552009,5,"Residencial Sur",2423808.92355,1
"3741",7122,"Fresno europeo","13/06/2011 12:33","Medio (4 - 8 mts)",40,"Mediano",-68.8520060583,-32.8965000175,5,"Residencial Sur",2423808.92355,0
"3742",7124,"Fresno europeo","13/06/2011 12:28","Medio (4 - 8 mts)",90,"Grande",-68.852066788,-32.89672886,5,"Residencial Sur",2423808.92355,0
"3743",7127,"Fresno americano","13/06/2011 11:44","Medio (4 - 8 mts)",79,"Grande",-68.8522569584,-32.8974400716,5,"Residencial Sur",2423808.92355,0
"3744",7128,"Fresno europeo","13/06/2011 11:42","Medio (4 - 8 mts)",57,"Mediano",-68.8522741507,-32.8975094048,5,"Residencial Sur",2423808.92355,0
"3745",7132,"Paraiso","15/06/2011 09:44","Bajo (2 - 4 mts)",22,"Mediano",-68.8535719475,-32.8982552796,5,"Residencial Sur",2423808.92355,0
"3746",7137,"Paraiso","15/06/2011 09:36","Muy bajo (1 - 2 mts)",12,"Chico",-68.8531440893,-32.8982721299,5,"Residencial Sur",2423808.92355,0
"3747",7138,"Paraiso","15/06/2011 09:32","Alto (> 8 mts)",120,"Grande",-68.8529865549,-32.898276612,5,"Residencial Sur",2423808.92355,0
"3748",7146,"Perenne","15/06/2011 11:36","Alto (> 8 mts)",140,"Grande",-68.8531456807,-32.8993829892,5,"Residencial Sur",2423808.92355,0
"3749",7147,"Acer","15/06/2011 11:38","Medio (4 - 8 mts)",53,"Mediano",-68.8532125408,-32.8993830677,5,"Residencial Sur",2423808.92355,0
"3750",7148,"Fresno americano","15/06/2011 11:41","Bajo (2 - 4 mts)",25,"Mediano",-68.8532900515,-32.8993821605,5,"Residencial Sur",2423808.92355,0
"3751",7149,"Morera","15/06/2011 11:43","Alto (> 8 mts)",115,"Grande",-68.8533705895,-32.8993816409,5,"Residencial Sur",2423808.92355,1
"3752",7150,"Fresno europeo","15/06/2011 11:48","Medio (4 - 8 mts)",65,"Grande",-68.8536547477,-32.8993781984,5,"Residencial Sur",2423808.92355,0
"3753",7151,"Morera","15/06/2011 12:01","Medio (4 - 8 mts)",35,"Mediano",-68.8539421332,-32.8990800632,5,"Residencial Sur",2423808.92355,0
"3754",7153,"Caducifolio","14/06/2011 15:15","Muy bajo (1 - 2 mts)",3,"Chico",-68.8537289004,-32.8976746573,5,"Residencial Sur",2423808.92355,0
"3755",7156,"Fresno europeo","13/05/2011 13:43","Medio (4 - 8 mts)",32,"Mediano",-68.85532129,-32.8983132432,5,"Residencial Sur",2423808.92355,0
"3756",7157,"Fresno americano","13/05/2011 13:37","Medio (4 - 8 mts)",38,"Mediano",-68.8546744596,-32.8983348623,5,"Residencial Sur",2423808.92355,0
"3757",7159,"Morera","18/05/2011 11:08","Alto (> 8 mts)",48,"Mediano",-68.8539908791,-32.8985025739,5,"Residencial Sur",2423808.92355,1
"3758",7165,"Morera","13/05/2011 14:04","Medio (4 - 8 mts)",28,"Mediano",-68.8555865129,-32.8989800794,5,"Residencial Sur",2423808.92355,0
"3759",7168,"Morera","13/05/2011 13:52","Medio (4 - 8 mts)",32,"Mediano",-68.8555453985,-32.8985550553,5,"Residencial Sur",2423808.92355,0
"3760",7170,"Caducifolio","18/05/2011 09:53","Muy bajo (1 - 2 mts)",6,"Chico",-68.8568529498,-32.8985193192,5,"Residencial Sur",2423808.92355,0
"3761",7172,"Caducifolio","18/05/2011 10:14","Muy bajo (1 - 2 mts)",10,"Chico",-68.8567852289,-32.8993400595,5,"Residencial Sur",2423808.92355,0
"3762",7174,"Morera","18/05/2011 08:52","Medio (4 - 8 mts)",62,"Grande",-68.8557401927,-32.8991842382,5,"Residencial Sur",2423808.92355,0
"3763",7179,"Acer","18/05/2011 09:06","Alto (> 8 mts)",68,"Grande",-68.8556725198,-32.8984852616,5,"Residencial Sur",2423808.92355,0
"3764",7180,"Fresno europeo","18/05/2011 09:09","Medio (4 - 8 mts)",22,"Mediano",-68.8556720732,-32.8983691549,5,"Residencial Sur",2423808.92355,0
"3765",7181,"Prunas","18/05/2011 09:12","Medio (4 - 8 mts)",44,"Mediano",-68.8557954655,-32.8982997219,5,"Residencial Sur",2423808.92355,1
"3766",7186,"Fresno europeo","16/06/2011 10:07","Medio (4 - 8 mts)",55,"Mediano",-68.8595266717,-32.8989582017,5,"Residencial Sur",2423808.92355,0
"3767",7187,"Paraiso","16/06/2011 10:05","Alto (> 8 mts)",150,"Grande",-68.8595223075,-32.8988987438,5,"Residencial Sur",2423808.92355,0
"3768",7188,"Fresno europeo","16/06/2011 10:22","Medio (4 - 8 mts)",65,"Grande",-68.8595591443,-32.8992526807,5,"Residencial Sur",2423808.92355,0
"3769",7189,"Morera","17/06/2011 10:14","Alto (> 8 mts)",120,"Grande",-68.8587632425,-32.8993239762,5,"Residencial Sur",2423808.92355,1
"3770",7192,"Pltano","17/06/2011 10:42","Alto (> 8 mts)",100,"Grande",-68.8583157972,-32.8987532401,5,"Residencial Sur",2423808.92355,0
"3771",7193,"Fresno europeo","17/06/2011 10:48","Medio (4 - 8 mts)",70,"Grande",-68.8583116199,-32.8986688651,5,"Residencial Sur",2423808.92355,0
"3772",7195,"Pltano","15/06/2011 11:37","Alto (> 8 mts)",121,"Grande",-68.8609521138,-32.8983436788,5,"Residencial Sur",2423808.92355,0
"3773",7197,"Morera","15/06/2011 11:26","Alto (> 8 mts)",83,"Grande",-68.8609501355,-32.8984112908,5,"Residencial Sur",2423808.92355,1
"3774",7199,"Pltano","15/06/2011 11:17","Alto (> 8 mts)",145,"Grande",-68.8609728825,-32.8985863207,5,"Residencial Sur",2423808.92355,0
"3775",7200,"Paraiso","15/06/2011 11:15","Medio (4 - 8 mts)",110,"Grande",-68.8609761249,-32.8986735412,5,"Residencial Sur",2423808.92355,0
"3776",7201,"Paraiso","15/06/2011 11:12","Medio (4 - 8 mts)",66,"Grande",-68.8609841023,-32.8987538177,5,"Residencial Sur",2423808.92355,1
"3777",7202,"Jacarand","15/06/2011 10:18","Alto (> 8 mts)",127,"Grande",-68.8610164901,-32.8990542311,5,"Residencial Sur",2423808.92355,0
"3778",7205,"Fresno europeo","15/06/2011 09:33","Alto (> 8 mts)",112,"Grande",-68.8596828829,-32.8991969824,5,"Residencial Sur",2423808.92355,0
"3779",7208,"Morera","16/06/2011 09:30","Alto (> 8 mts)",111,"Grande",-68.8600729241,-32.8981723254,5,"Residencial Sur",2423808.92355,0
"3780",7209,"Tipa","16/06/2011 09:42","Alto (> 8 mts)",73,"Grande",-68.8604522374,-32.8981651453,5,"Residencial Sur",2423808.92355,0
"3781",7210,"Tilo","16/06/2011 09:16","Medio (4 - 8 mts)",31,"Mediano",-68.8604751324,-32.8981660753,5,"Residencial Sur",2423808.92355,0
"3782",7212,"Fresno europeo","28/06/2011 09:16","Medio (4 - 8 mts)",56,"Mediano",-68.8614159677,-32.8981457461,5,"Residencial Sur",2423808.92355,0
"3783",7213,"Paraiso","28/06/2011 09:12","Alto (> 8 mts)",150,"Grande",-68.861333181,-32.8981475992,5,"Residencial Sur",2423808.92355,0
"3784",7214,"Morera","28/06/2011 09:10","Medio (4 - 8 mts)",60,"Mediano",-68.8612379406,-32.8981478885,5,"Residencial Sur",2423808.92355,0
"3785",7215,"Morera","28/06/2011 09:02","Bajo (2 - 4 mts)",70,"Grande",-68.8611422288,-32.8981489536,5,"Residencial Sur",2423808.92355,0
"3786",7216,"Conifera","24/06/2011 10:48","Alto (> 8 mts)",97,"Grande",-68.861080263,-32.8982266592,5,"Residencial Sur",2423808.92355,0
"3787",7217,"Fresno europeo","24/06/2011 10:45","Medio (4 - 8 mts)",90,"Grande",-68.8610916666,-32.8983449547,5,"Residencial Sur",2423808.92355,0
"3788",7218,"Caducifolio","24/06/2011 10:16","Muy bajo (1 - 2 mts)",15,"Chico",-68.8611772809,-32.8992006973,5,"Residencial Sur",2423808.92355,0
"3789",7219,"Fresno americano","24/06/2011 10:13","Bajo (2 - 4 mts)",25,"Mediano",-68.8612597867,-32.8992850609,5,"Residencial Sur",2423808.92355,0
"3790",7220,"Fresno americano","24/06/2011 10:12","Bajo (2 - 4 mts)",30,"Mediano",-68.8613161429,-32.8992860837,5,"Residencial Sur",2423808.92355,0
"3791",7222,"Fresno europeo","23/06/2011 12:45","Muy bajo (1 - 2 mts)",12,"Chico",-68.8616252443,-32.8992817833,5,"Residencial Sur",2423808.92355,0
"3792",7224,"Morera","23/06/2011 12:32","Medio (4 - 8 mts)",38,"Mediano",-68.8621458222,-32.8992787417,5,"Residencial Sur",2423808.92355,0
"3793",7225,"Ailanthus","23/06/2011 12:08","Alto (> 8 mts)",102,"Grande",-68.8622154953,-32.898737017,5,"Residencial Sur",2423808.92355,0
"3794",7226,"Olmo bola","23/06/2011 12:01","Alto (> 8 mts)",77,"Grande",-68.8622071804,-32.8986517439,5,"Residencial Sur",2423808.92355,0
"3795",7230,"Pltano","21/06/2011 10:30","Medio (4 - 8 mts)",35,"Mediano",-68.8634837942,-32.898475339,5,"Residencial Sur",2423808.92355,0
"3796",7233,"Pltano","21/06/2011 10:22","Medio (4 - 8 mts)",20,"Chico",-68.863559783,-32.8988550526,5,"Residencial Sur",2423808.92355,0
"3797",7236,"Pltano","21/06/2011 10:14","Medio (4 - 8 mts)",28,"Mediano",-68.8636128391,-32.8991101942,5,"Residencial Sur",2423808.92355,0
"3798",7239,"Jacarand","17/06/2011 11:23","Alto (> 8 mts)",95,"Grande",-68.862273111,-32.898209972,5,"Residencial Sur",2423808.92355,1
"3799",7240,"Paraiso","17/06/2011 11:20","Bajo (2 - 4 mts)",20,"Chico",-68.862274566,-32.8981406687,5,"Residencial Sur",2423808.92355,0
"3800",7241,"Paraiso","17/06/2011 11:09","Medio (4 - 8 mts)",80,"Grande",-68.8629004033,-32.8981220495,5,"Residencial Sur",2423808.92355,0
"3801",7242,"Paraiso","17/06/2011 11:07","Bajo (2 - 4 mts)",32,"Mediano",-68.8629629534,-32.8981211685,5,"Residencial Sur",2423808.92355,0
"3802",7243,"Acacia SP","17/06/2011 11:05","Muy bajo (1 - 2 mts)",12,"Chico",-68.8630255021,-32.8981212371,5,"Residencial Sur",2423808.92355,0
"3803",7244,"Paraiso","17/06/2011 11:04","Bajo (2 - 4 mts)",45,"Mediano",-68.8630818541,-32.8981203484,5,"Residencial Sur",2423808.92355,0
"3804",7247,"Morera","01/06/2011 10:15","Alto (> 8 mts)",142,"Grande",-68.854195998,-32.901973858,5,"Residencial Sur",2423808.92355,0
"3805",7248,"Morera","31/05/2011 13:46","Medio (4 - 8 mts)",42,"Mediano",-68.8542504357,-32.9020097466,5,"Residencial Sur",2423808.92355,0
"3806",7250,"Fresno europeo","31/05/2011 13:42","Bajo (2 - 4 mts)",28,"Mediano",-68.8542085131,-32.9021508699,2,"Barrio Civico",2366816.36021,0
"3807",7253,"Fresno europeo","11/05/2011 09:48","Medio (4 - 8 mts)",42,"Mediano",-68.8534157624,-32.9021921727,2,"Barrio Civico",2366816.36021,0
"3808",7254,"Paraiso","11/05/2011 09:45","Medio (4 - 8 mts)",42,"Mediano",-68.8533691904,-32.9021325714,2,"Barrio Civico",2366816.36021,0
"3809",7256,"Pltano","11/05/2011 09:55","Alto (> 8 mts)",170,"Grande",-68.8535816939,-32.9020022494,2,"Barrio Civico",2366816.36021,0
"3810",7257,"Morera","01/06/2011 10:20","Alto (> 8 mts)",132,"Grande",-68.8540545492,-32.9020009809,2,"Barrio Civico",2366816.36021,0
"3811",7260,"Caducifolio","29/06/2011 16:16","Alto (> 8 mts)",32,"Mediano",-68.8549862108,-32.9023143886,5,"Residencial Sur",2423808.92355,0
"3812",7263,"Fresno europeo","29/06/2011 16:29","Muy bajo (1 - 2 mts)",8,"Chico",-68.854399907,-32.9019025646,5,"Residencial Sur",2423808.92355,0
"3813",7265,"Morera","29/06/2011 15:37","Bajo (2 - 4 mts)",10,"Chico",-68.8555163819,-32.9017234063,5,"Residencial Sur",2423808.92355,0
"3814",7267,"Morera","14/06/2011 12:26","Alto (> 8 mts)",92,"Grande",-68.8592274816,-32.9023164351,5,"Residencial Sur",2423808.92355,0
"3815",7268,"Fresno europeo","14/06/2011 12:01","Muy bajo (1 - 2 mts)",8,"Chico",-68.857374716,-32.901907427,5,"Residencial Sur",2423808.92355,0
"3816",7269,"Paraiso","14/06/2011 12:00","Alto (> 8 mts)",162,"Grande",-68.8573273621,-32.9018832347,5,"Residencial Sur",2423808.92355,0
"3817",7270,"Paraiso","17/06/2011 19:28","Alto (> 8 mts)",132,"Grande",-68.8574945372,-32.9017054678,5,"Residencial Sur",2423808.92355,0
"3818",7272,"Jacarand","17/06/2011 16:52","Alto (> 8 mts)",56,"Mediano",-68.8596420114,-32.9016806415,5,"Residencial Sur",2423808.92355,0
"3819",7273,"Pltano","17/06/2011 19:32","Muy bajo (1 - 2 mts)",8,"Chico",-68.860628009,-32.9016661552,5,"Residencial Sur",2423808.92355,0
"3820",7279,"Caducifolio","14/06/2011 13:20","Medio (4 - 8 mts)",32,"Mediano",-68.8615449397,-32.9020470126,5,"Residencial Sur",2423808.92355,0
"3821",7280,"Acer","14/06/2011 13:15","Bajo (2 - 4 mts)",18,"Chico",-68.8614439467,-32.90186479,5,"Residencial Sur",2423808.92355,0
"3822",7282,"Morera","10/06/2011 18:57","Bajo (2 - 4 mts)",8,"Chico",-68.8616744678,-32.9016510724,5,"Residencial Sur",2423808.92355,0
"3823",7285,"Morera","12/05/2011 10:46","Alto (> 8 mts)",88,"Grande",-68.8542555657,-32.9016211809,5,"Residencial Sur",2423808.92355,0
"3824",7287,"Acer","10/05/2011 13:04","Bajo (2 - 4 mts)",32,"Mediano",-68.8540616662,-32.9018638908,2,"Barrio Civico",2366816.36021,0
"3825",7288,"Morera","11/05/2011 09:59","Alto (> 8 mts)",46,"Mediano",-68.8533262632,-32.9017546219,2,"Barrio Civico",2366816.36021,0
"3826",7289,"Morera","11/05/2011 10:04","Alto (> 8 mts)",98,"Grande",-68.8533008858,-32.9014960848,2,"Barrio Civico",2366816.36021,0
"3827",7290,"Paraiso","11/05/2011 10:08","Alto (> 8 mts)",108,"Grande",-68.853271019,-32.9012261361,2,"Barrio Civico",2366816.36021,0
"3828",7291,"Morera","10/05/2011 13:26","Alto (> 8 mts)",102,"Grande",-68.8532569654,-32.9011607993,2,"Barrio Civico",2366816.36021,0
"3829",7292,"Morera","10/05/2011 13:27","Alto (> 8 mts)",62,"Grande",-68.8532362043,-32.9010353842,2,"Barrio Civico",2366816.36021,0
"3830",7293,"Fresno americano","10/05/2011 13:28","Alto (> 8 mts)",88,"Grande",-68.8532233242,-32.9009571718,2,"Barrio Civico",2366816.36021,0
"3831",7294,"Paraiso","10/05/2011 13:30","Alto (> 8 mts)",140,"Grande",-68.8532169067,-32.900928091,2,"Barrio Civico",2366816.36021,0
"3832",7295,"Fresno americano","12/05/2011 11:24","Alto (> 8 mts)",76,"Grande",-68.8536076911,-32.9008379951,2,"Barrio Civico",2366816.36021,0
"3833",7302,"Ailanthus","10/05/2011 10:33","Alto (> 8 mts)",92,"Grande",-68.8570354088,-32.9015969537,5,"Residencial Sur",2423808.92355,0
"3834",7304,"Pltano","10/05/2011 10:29","Alto (> 8 mts)",162,"Grande",-68.8568640637,-32.9015990777,5,"Residencial Sur",2423808.92355,0
"3835",7305,"Jacarand","10/05/2011 10:17","Bajo (2 - 4 mts)",22,"Mediano",-68.856382624,-32.9016039087,5,"Residencial Sur",2423808.92355,0
"3836",7307,"Olmo comun","10/05/2011 11:33","Medio (4 - 8 mts)",40,"Mediano",-68.8559288172,-32.9014426081,5,"Residencial Sur",2423808.92355,0
"3837",7310,"Fresno europeo","10/05/2011 11:25","Alto (> 8 mts)",92,"Grande",-68.8562891791,-32.9005490746,5,"Residencial Sur",2423808.92355,0
"3838",7312,"Morera","10/05/2011 11:14","Medio (4 - 8 mts)",78,"Grande",-68.856949192,-32.9005357227,5,"Residencial Sur",2423808.92355,1
"3839",7313,"Morera","29/06/2011 14:30","Bajo (2 - 4 mts)",38,"Mediano",-68.8583883263,-32.9014833547,5,"Residencial Sur",2423808.92355,0
"3840",7314,"Morera","22/06/2011 10:28","Bajo (2 - 4 mts)",45,"Mediano",-68.8611776296,-32.9005913802,5,"Residencial Sur",2423808.92355,0
"3841",7316,"Fresno europeo","22/06/2011 10:10","Alto (> 8 mts)",150,"Grande",-68.8611970654,-32.9008012188,5,"Residencial Sur",2423808.92355,0
"3842",7318,"Fresno americano","22/06/2011 10:03","Medio (4 - 8 mts)",45,"Mediano",-68.8612301842,-32.9011149942,5,"Residencial Sur",2423808.92355,0
"3843",7321,"Morera","22/06/2011 09:48","Alto (> 8 mts)",115,"Grande",-68.8612534809,-32.9013228731,5,"Residencial Sur",2423808.92355,1
"3844",7325,"Liquidambar","22/06/2011 09:24","Bajo (2 - 4 mts)",33,"Mediano",-68.8610061595,-32.9015445675,5,"Residencial Sur",2423808.92355,0
"3845",7326,"Morera","22/06/2011 09:22","Alto (> 8 mts)",160,"Grande",-68.8609031429,-32.9015447316,5,"Residencial Sur",2423808.92355,0
"3846",7327,"Morera","22/06/2011 09:13","Alto (> 8 mts)",140,"Grande",-68.8607613021,-32.9015467675,5,"Residencial Sur",2423808.92355,0
"3847",7330,"Fresno europeo","21/06/2011 11:38","Medio (4 - 8 mts)",90,"Grande",-68.8599264444,-32.9009775114,5,"Residencial Sur",2423808.92355,0
"3848",7334,"Morera","21/06/2011 11:23","Medio (4 - 8 mts)",64,"Grande",-68.8598668122,-32.9006764532,5,"Residencial Sur",2423808.92355,0
"3849",7335,"Fresno europeo","21/06/2011 11:22","Medio (4 - 8 mts)",80,"Grande",-68.8598617392,-32.9006426585,5,"Residencial Sur",2423808.92355,0
"3850",7337,"Fresno europeo","21/06/2011 11:11","Medio (4 - 8 mts)",120,"Grande",-68.8601576842,-32.900497136,5,"Residencial Sur",2423808.92355,0
"3851",7339,"Fresno europeo","21/06/2011 11:03","Alto (> 8 mts)",90,"Grande",-68.8604836072,-32.9004982828,5,"Residencial Sur",2423808.92355,0
"3852",7342,"Fresno europeo","21/06/2011 10:53","Medio (4 - 8 mts)",55,"Mediano",-68.8610222761,-32.9004925492,5,"Residencial Sur",2423808.92355,0
"3853",7344,"Morera","23/06/2011 10:34","Medio (4 - 8 mts)",55,"Mediano",-68.8624457749,-32.9006776587,5,"Residencial Sur",2423808.92355,0
"3854",7346,"Fresno europeo","23/06/2011 10:31","Medio (4 - 8 mts)",20,"Chico",-68.8624561454,-32.9007693252,5,"Residencial Sur",2423808.92355,0
"3855",7347,"Jacarand","23/06/2011 10:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.8624656216,-32.9008622115,5,"Residencial Sur",2423808.92355,0
"3856",7348,"Morera","23/06/2011 10:23","Alto (> 8 mts)",150,"Grande",-68.8624700423,-32.9008955004,5,"Residencial Sur",2423808.92355,1
"3857",7349,"Fresno europeo","23/06/2011 10:17","Medio (4 - 8 mts)",124,"Grande",-68.8624902299,-32.90110984,5,"Residencial Sur",2423808.92355,0
"3858",7350,"Fresno europeo","23/06/2011 10:13","Alto (> 8 mts)",110,"Grande",-68.8624985203,-32.901198185,5,"Residencial Sur",2423808.92355,0
"3859",7353,"Fresno americano","23/06/2011 09:53","Medio (4 - 8 mts)",42,"Mediano",-68.8624790906,-32.901521095,5,"Residencial Sur",2423808.92355,1
"3860",7354,"Morera","23/06/2011 09:47","Alto (> 8 mts)",107,"Grande",-68.8624063641,-32.9015236614,5,"Residencial Sur",2423808.92355,1
"3861",7355,"Fresno europeo","23/06/2011 09:29","Medio (4 - 8 mts)",8,"Chico",-68.8621057103,-32.9015303471,5,"Residencial Sur",2423808.92355,0
"3862",7356,"Morera","23/06/2011 09:24","Medio (4 - 8 mts)",51,"Mediano",-68.8618935017,-32.9015283339,5,"Residencial Sur",2423808.92355,0
"3863",7357,"Fresno europeo","23/06/2011 09:22","Muy bajo (1 - 2 mts)",6,"Chico",-68.8617706767,-32.9015320313,5,"Residencial Sur",2423808.92355,0
"3864",7358,"Morera","23/06/2011 09:21","Bajo (2 - 4 mts)",30,"Mediano",-68.861701419,-32.9015336976,5,"Residencial Sur",2423808.92355,0
"3865",7359,"Paraiso","24/06/2011 09:30","Bajo (2 - 4 mts)",35,"Mediano",-68.8613771862,-32.9012293725,5,"Residencial Sur",2423808.92355,0
"3866",7360,"Paraiso","24/06/2011 09:29","Medio (4 - 8 mts)",41,"Mediano",-68.8613756676,-32.901209329,5,"Residencial Sur",2423808.92355,0
"3867",7361,"Fresno europeo","24/06/2011 09:27","Alto (> 8 mts)",112,"Grande",-68.8613695661,-32.9011444032,5,"Residencial Sur",2423808.92355,0
"3868",7362,"Fresno europeo","24/06/2011 09:24","Medio (4 - 8 mts)",88,"Grande",-68.8613629422,-32.9010799963,5,"Residencial Sur",2423808.92355,0
"3869",7363,"Fresno americano","24/06/2011 09:11","Alto (> 8 mts)",117,"Grande",-68.8613551551,-32.9009595975,5,"Residencial Sur",2423808.92355,0
"3870",7365,"Fresno americano","23/06/2011 12:21","Alto (> 8 mts)",110,"Grande",-68.8613353837,-32.9007617935,5,"Residencial Sur",2423808.92355,0
"3871",7366,"Caducifolio","23/06/2011 12:18","Medio (4 - 8 mts)",90,"Grande",-68.8613328329,-32.9007422041,5,"Residencial Sur",2423808.92355,0
"3872",7369,"Caducifolio","23/06/2011 12:09","Medio (4 - 8 mts)",35,"Mediano",-68.8613218576,-32.9006203042,5,"Residencial Sur",2423808.92355,0
"3873",7371,"Paraiso","23/06/2011 12:03","Alto (> 8 mts)",105,"Grande",-68.8613198692,-32.9005711184,5,"Residencial Sur",2423808.92355,1
"3874",7372,"Paraiso","23/06/2011 11:59","Medio (4 - 8 mts)",65,"Grande",-68.861318353,-32.9005502245,5,"Residencial Sur",2423808.92355,0
"3875",7375,"Fresno americano","23/06/2011 11:30","Bajo (2 - 4 mts)",16,"Chico",-68.8618769505,-32.9004766923,5,"Residencial Sur",2423808.92355,0
"3876",7378,"Morera","22/06/2011 09:41","Alto (> 8 mts)",90,"Grande",-68.8628797217,-32.9015173223,5,"Residencial Sur",2423808.92355,0
"3877",7381,"Caducifolio","22/06/2011 09:15","Muy bajo (1 - 2 mts)",6,"Chico",-68.8625845292,-32.9008246813,5,"Residencial Sur",2423808.92355,0
"3878",7383,"Fresno europeo","22/06/2011 08:06","Muy bajo (1 - 2 mts)",8,"Chico",-68.8628038694,-32.9004733955,5,"Residencial Sur",2423808.92355,0
"3879",7384,"lamo criollo","22/06/2011 11:17","Alto (> 8 mts)",330,"Grande",-68.8634013688,-32.9005220232,5,"Residencial Sur",2423808.92355,0
"3880",7386,"Ligustro","22/06/2011 11:38","Bajo (2 - 4 mts)",55,"Mediano",-68.8645336705,-32.901462554,5,"Residencial Sur",2423808.92355,0
"3881",7388,"Caducifolio","22/06/2011 11:13","Medio (4 - 8 mts)",74,"Grande",-68.8635295714,-32.9004678039,5,"Residencial Sur",2423808.92355,0
"3882",7389,"Morera","12/05/2011 12:25","Alto (> 8 mts)",102,"Grande",-68.8540625501,-32.9000149753,5,"Residencial Sur",2423808.92355,1
"3883",7390,"Morera","12/05/2011 12:24","Alto (> 8 mts)",102,"Grande",-68.8540678307,-32.9000518065,5,"Residencial Sur",2423808.92355,1
"3884",7391,"Morera","12/05/2011 12:19","Alto (> 8 mts)",104,"Grande",-68.8541255055,-32.9003629912,5,"Residencial Sur",2423808.92355,1
"3885",7392,"Fresno europeo","12/05/2011 12:05","Medio (4 - 8 mts)",36,"Mediano",-68.8533310431,-32.90070676,2,"Barrio Civico",2366816.36021,0
"3886",7393,"Morera","10/05/2011 12:11","Medio (4 - 8 mts)",38,"Mediano",-68.8529077333,-32.8997378853,2,"Barrio Civico",2366816.36021,0
"3887",7395,"Fresno americano","19/05/2011 15:20","Alto (> 8 mts)",48,"Mediano",-68.8556791401,-32.900051867,5,"Residencial Sur",2423808.92355,0
"3888",7397,"Fresno americano","19/05/2011 15:42","Medio (4 - 8 mts)",38,"Mediano",-68.8545467088,-32.9004543263,5,"Residencial Sur",2423808.92355,0
"3889",7398,"Morera","19/05/2011 15:54","Alto (> 8 mts)",170,"Grande",-68.8542279542,-32.9003544292,5,"Residencial Sur",2423808.92355,1
"3890",7399,"Morera","02/06/2011 12:56","Alto (> 8 mts)",98,"Grande",-68.854211468,-32.9002390892,5,"Residencial Sur",2423808.92355,0
"3891",7404,"Morera","01/06/2011 13:35","Alto (> 8 mts)",78,"Grande",-68.8569791651,-32.9002003679,5,"Residencial Sur",2423808.92355,0
"3892",7405,"Paraiso","19/05/2011 17:08","Medio (4 - 8 mts)",32,"Mediano",-68.8560854874,-32.9004314357,5,"Residencial Sur",2423808.92355,1
"3893",7409,"Fresno europeo","19/05/2011 16:45","Muy bajo (1 - 2 mts)",4,"Chico",-68.8557748416,-32.8996205826,5,"Residencial Sur",2423808.92355,0
"3894",7411,"Fresno europeo","17/06/2011 18:31","Medio (4 - 8 mts)",22,"Mediano",-68.8582409286,-32.8996241512,5,"Residencial Sur",2423808.92355,0
"3895",7416,"Fresno europeo","17/06/2011 17:57","Bajo (2 - 4 mts)",32,"Mediano",-68.8582936462,-32.9002704597,5,"Residencial Sur",2423808.92355,0
"3896",7417,"Morera","17/06/2011 17:56","Medio (4 - 8 mts)",36,"Mediano",-68.8582963478,-32.9003009408,5,"Residencial Sur",2423808.92355,0
"3897",7419,"Morera","17/06/2011 17:51","Alto (> 8 mts)",96,"Grande",-68.8581893708,-32.9004021487,5,"Residencial Sur",2423808.92355,1
"3898",7420,"Fresno europeo","17/06/2011 17:48","Medio (4 - 8 mts)",66,"Grande",-68.8580707271,-32.9004027454,5,"Residencial Sur",2423808.92355,0
"3899",7421,"Jacarand","17/06/2011 17:43","Bajo (2 - 4 mts)",12,"Chico",-68.8577181791,-32.9004078117,5,"Residencial Sur",2423808.92355,0
"3900",7422,"Fresno europeo","17/06/2011 17:40","Alto (> 8 mts)",72,"Grande",-68.8576231302,-32.9004104879,5,"Residencial Sur",2423808.92355,0
"3901",7423,"Caducifolio","17/06/2011 17:39","Bajo (2 - 4 mts)",6,"Chico",-68.8575680498,-32.9004112619,5,"Residencial Sur",2423808.92355,0
"3902",7425,"Morera","17/06/2011 17:31","Bajo (2 - 4 mts)",22,"Mediano",-68.8571327975,-32.9003121764,5,"Residencial Sur",2423808.92355,0
